#显示菜单码    ID号    菜单名称
# 999999 全套餐菜单测试专用
316311    ,00002380  ,冲开户
316312    ,00002381  ,销户
316313    ,00002382  ,强制销户
316314    ,00002383  ,销户冲销
3164      ,00000000  ,受托支付
31640     ,00002384  ,开户
31641     ,00002385  ,现金存入
31642     ,00002386  ,错账处理
31643     ,00002387  ,资金转账
31644     ,00002756  ,错账处理
31645     ,00002388  ,结息
31646     ,00002389  ,销户
31647     ,00002390  ,销户冲销
3165      ,00000000  ,同业定期
31650     ,00002391  ,开户
31651     ,00002392  ,开户冲销
31652     ,00002743  ,部分提前取款
31653     ,00002393  ,销户
31654     ,00002394  ,销户冲销
31655     ,00002395  ,存款信息维护
31656     ,00002746  ,账户利率变动查询
317       ,00000000  ,外币定期
3171      ,00002396  ,境外机构活期账户开户
3172      ,00002397  ,境内机构外汇活期开户
3173      ,00000000  ,外币定期
31731     ,00002398  ,开户
31732     ,00002399  ,开户冲销
31733     ,00002400  ,部分提前支取
31734     ,00002401  ,部分提前支取冲销
31735     ,00002402  ,强制销户
31736     ,00002403  ,销户
31737     ,00002404  ,销户冲销
31738     ,00002405  ,账户信息维护
32        ,00000000  ,保证金
320       ,00000000  ,活期保证金
3200      ,00000306  ,开户
3201      ,00000307  ,现金存款
3202      ,00000308  ,错账处理
3203      ,00000309  ,账户结息
3204      ,00000310  ,账户销户
3205      ,00000311  ,销户冲销
321       ,00000000  ,定期保证金
3210      ,00000312  ,开户
3211      ,00000313  ,冲开户
3212      ,00000314  ,取款销户
3213      ,00002406  ,强制销户
3214      ,00000315  ,取款销户冲销
33        ,00000000  ,不动户
330       ,00001536  ,不动户激活
331       ,00000000  ,不动户划转
3310      ,00001534  ,不动户划转
3311      ,00001535  ,不动户划转查询/删除
3312      ,00001795  ,不动户维护
332       ,00000316  ,不动户查询
333       ,00000000  ,不动户销户
3330      ,00000317  ,存折户销户
3331      ,00000000  ,支票户销户
33310     ,00000318  ,现金销户
33311     ,00000319  ,转帐销户
3332      ,00000320  ,存单销户
3333      ,00000321  ,卡销户
334       ,00000322  ,销户冲销
34        ,00000000  ,个人他行通存通兑
340       ,00000323  ,通存业务
341       ,00000324  ,通兑业务
342       ,00000325  ,余额查询
343       ,00000326  ,通存通兑签约登记
344       ,00000327  ,通存通兑解约
345       ,00000328  ,通存通兑签约信息查询维护
346       ,00000329  ,通存通兑超时处理
35        ,00000000  ,村镇银行柜面通
350       ,00000000  ,通存通兑业务
3500      ,00001929  ,通存
3501      ,00001930  ,通兑
3502      ,00001931  ,通存通兑超时处理
3503      ,00001932  ,通存通兑来往帐查询
3504      ,00001933  ,对方行账户余额查询
3505      ,00001934  ,挂账处理
3506      ,00001935  ,业务统计查询(东莞)
351       ,00000000  ,参与银行管理
3510      ,00001936  ,参与行增加
3511      ,00001937  ,参与银行查询与维护
352       ,00000000  ,系统日常运行管理
3520      ,00001938  ,系统运行情况查询
3521      ,00001939  ,净借记限额查询
3522      ,00001940  ,净借记限额调整
3523      ,00001941  ,对账查询及处理
3524      ,00001942  ,场次切换及清算记账
3525      ,00001943  ,清算场次查询
3526      ,00001944  ,业务统计查询
3527      ,00001945  ,停运启运设定
3528      ,00001946  ,中心通存通兑综合查询
36        ,00000000  ,监管账户管理
361       ,00002407  ,监管账户设置
362       ,00002408  ,监管账户维护
363       ,00002409  ,监管账户删除
364       ,00002410  ,监管账户查询
37        ,00002705  ,销户控制查询
4         ,00000000  ,资产业务
40        ,00000000  ,按揭贷款
400       ,00000000  ,借据管理
4000      ,00000330  ,借据录入
4001      ,00000331  ,借据查询
4002      ,00001537  ,借据维护
4003      ,00000332  ,计收印花税
4004      ,00000333  ,计收印花税冲销
401       ,00000000  ,放款还款管理
4010      ,00000334  ,放款
4011      ,00000335  ,放款冲销
4012      ,00000336  ,清收欠款
4013      ,00000337  ,提前部分还本
4014      ,00000338  ,提前全部还本
4015      ,00000339  ,还款冲销
4016      ,00000340  ,还款测算
402       ,00000341  ,分期贷款还款计划表
403       ,00000342  ,本金明细账查询打印
404       ,00000343  ,欠本明细账查询打印
405       ,00000344  ,已还利息明细账查询
406       ,00000345  ,欠息明细账查询打印
407       ,00000000  ,个人按揭贷款历史查询交易
4070      ,00001800  ,借据信息查询
4071      ,00001801  ,本金明细账查询打印
4072      ,00001802  ,欠本明细账查询打印
4073      ,00001803  ,已还利息明细账查询打印
4074      ,00001804  ,欠息明细账查询打印
4075      ,00001805  ,分期还款计划表
41        ,00000000  ,普通贷款
410       ,00000000  ,借据管理
4100      ,00000346  ,借据录入
4101      ,00000347  ,借据查询
4102      ,00001538  ,借据维护
4103      ,00000348  ,贷款展期
4104      ,00000349  ,计收印花税
4105      ,00000350  ,计收印花税冲销
411       ,00000000  ,放款还款管理
4110      ,00000351  ,放款
4111      ,00000352  ,放款冲销
4112      ,00000353  ,归还本金
4113      ,00000354  ,批量归还利息
4114      ,00000355  ,拆笔归还利息
4115      ,00000356  ,归还复息
4116      ,00000357  ,还款冲销
4117      ,00000358  ,全部还款测算
4118      ,00000359  ,买入贷款放款
412       ,00000360  ,本金明细账查询打印
413       ,00000361  ,已还利息明细账查询打印
414       ,00000362  ,欠息明细账查询打印
415       ,00000363  ,复息明细查询打印
416       ,00001444  ,最近一期欠息清单(普通贷款)
417       ,00000000  ,个人普通贷款历史查询交易
4170      ,00001806  ,借据信息查询
4171      ,00001807  ,本金明细账查询打印
4172      ,00001808  ,已还利息明细账查询打印
4173      ,00001809  ,欠息明细账查询打印
4174      ,00001810  ,复息明细账查询打印
42        ,00000000  ,国家助学、下岗失业贷款
420       ,00000000  ,借据管理
4200      ,00000364  ,借据录入
4201      ,00000365  ,借据维护(查询)
4202      ,00001539  ,借据维护
4203      ,00000366  ,贷款展期
4204      ,00000367  ,计收印花税
4205      ,00000368  ,计收印花税冲销
421       ,00000000  ,放款还款管理
4210      ,00000369  ,放款
4211      ,00000370  ,放款冲销
4212      ,00000371  ,归还本金
4213      ,00000372  ,财政归还贴息
4214      ,00000373  ,批量归还利息
4215      ,00000374  ,拆笔归还利息
4216      ,00000375  ,复息处理
4217      ,00000376  ,还款冲销
4218      ,00000377  ,全部还款测算
422       ,00000378  ,本金明细账查询打印
423       ,00000379  ,已还利息明细账查询打印
424       ,00000380  ,欠息明细账查询打印
425       ,00000381  ,贴息利息明细查询打印
426       ,00000382  ,复息明细查询打印
427       ,00001445  ,最近一期欠息清单(国家助学/下岗失业贷款)
428       ,00000000  ,个人国家助学贷款、下岗失业贷款历史查询交易
4280      ,00001811  ,借据信息查询
4281      ,00001812  ,本金明细账查询打印
4282      ,00001813  ,已还利息明细账查询打印
4283      ,00001814  ,欠息明细账查询打印
4284      ,00001815  ,贴息明细查询打印
4285      ,00001816  ,复息明细查询打印
43        ,00000000  ,贴现业务
430       ,00000383  ,发出查询登记
431       ,00000384  ,接收查复登记
432       ,00000385  ,修改查询查复登记簿
433       ,00000000  ,贴现发放管理
4330      ,00000386  ,贴现登记
